Gene symbol,Gene name,Hour(s) with a significant caste difference:,logFC at 2h,logFC at 4h,logFC at 6h,logFC at 8h
LOC100578245,uncharacterized LOC100578245,6,-0.03,-0.3,-0.38,0.15
LOC408457,protein LSM12 homolog,8,-0.01,-0.14,-0.18,-0.23
LOC409795,telomerase-binding protein EST1A,8,0.15,0.16,-0.28,-0.58
LOC409756,vacuolar protein sorting-associated protein 4B,8,0.03,-0.22,-0.13,-0.24
LOC411481,ribosomal protein S6 kinase alpha-2,8,-0.06,-0.12,-0.11,-0.27
LOC100578939,single Ig IL-1-related receptor,8,-0,0.03,0.02,0.51
LOC725700,vacuolar protein sorting-associated protein 29,6,-0.12,-0.26,-0.29,0.12
LOC409492,slowpoke-binding protein,8,-0.04,-0.04,0.25,0.37
LOC409593,zinc finger MYND domain-containing protein 11,8,-0,-0.1,-0.04,-0.4
LOC552660,ubiquitin carboxyl-terminal hydrolase 46,6,-0.07,-0.15,-0.31,-0.03
LOC409534,uncharacterized LOC409534,8,0.01,-0.13,-0.2,-0.22
LOC409501,SWI/SNF complex subunit SMARCC2,8,0.04,-0.11,-0.06,-0.41
LOC409586,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,6,-0.17,-0.06,-0.31,-0.01
LOC411230,zinc finger protein ZPR1,8,-0.1,-0.07,-0.12,-0.26
LOC411503,histone deacetylase Rpd3,8,-0.02,-0.1,-0.01,-0.41
LOC410992,ubiquitin-conjugating enzyme E2 C,6,-0.03,-0.13,-0.36,-0.02
LOC727113,probable ATP-dependent RNA helicase spindle-E,8,0.04,-0.1,-0.1,-0.39
LOC551295,T-complex protein 1 subunit zeta,8,-0.05,-0.13,-0.16,-0.21
LOC726779,"39S ribosomal protein L33, mitochondrial",6,-0.17,-0.09,-0.53,0.25
LOC410056,serine/threonine-protein phosphatase 4 regulatory subunit 3,8,0.07,-0.1,-0.11,-0.41
LOC408706,heat shock protein 70Cb ortholog,8,0.27,-0.18,-0.2,-0.44
LOC552535,adenylate cyclase type 9,8,0.1,-0.22,-0.03,-0.39
LOC726419,"beta-1,3-galactosyltransferase",8,0.08,-0.17,0.02,-0.47
LOC551709,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",8,0.13,-0.02,-0.1,-0.56
LOC411942,anaphase-promoting complex subunit 2,6,-0.04,0.05,-0.31,-0.25
LOC725467,cullin-2,6,0.15,0.08,0.23,0.07
LOC726047,cyclin-dependent kinases regulatory subunit,8,0.12,-0.25,-0.13,-0.27
LOC551408,uncharacterized LOC551408,8,0.01,0.17,0.08,0.28
LOC724943,phosphatidylinositol glycan anchor biosynthesis class U protein,6,-0.01,-0.21,-0.33,0.01
LOC725884,60S acidic ribosomal protein P2,8,-0.05,0.13,-0.01,0.47
LOC413810,"folylpolyglutamate synthase, mitochondrial",8,-0.13,0.11,0.25,0.31
LOC724553,membrane-bound transcription factor site-2 protease,6,-0.1,-0.15,-0.3,0.02
LOC725119,phospholipase D2,8,0.02,-0.17,0.03,-0.41
LOC550914,DNA ligase 1,8,0.29,-0.08,-0.08,-0.66
LOC100576866,probable elongator complex protein 3,6,-0.04,-0.11,-0.29,-0.09
LOC410062,mitochondrial folate transporter/carrier,8,0.08,-0.04,0.11,0.38
LOC552528,calnexin,8,0.02,-0.11,-0.03,-0.41
LOC408497,heterogeneous nuclear ribonucleoprotein U-like protein 1,8,-0.05,-0.13,-0.06,-0.3
LOC102655983,sodium-independent sulfate anion transporter,8,0.02,-0.05,-0.05,-0.44
LOC550834,small ubiquitin-related modifier 3,6,-0.07,-0.14,-0.31,-0.02
LOC411750,probable E3 ubiquitin-protein ligase HERC4,8,0.09,-0.15,-0.08,-0.4
LOC725481,uncharacterized LOC725481,8,0.03,-0.1,-0.16,-0.3
LOC552431,uncharacterized LOC552431,4,0.08,-0.35,-0.11,-0.15
LOC726137,male-specific lethal 3 homolog,8,-0.05,0.05,-0.15,-0.38
LOC551824,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1,"6, 8",0.09,-0.17,-0.21,-0.23
LOC413351,integrator complex subunit 7,8,0.01,-0.12,-0.18,-0.24
LOC551066,putative uncharacterized protein DDB_G0274405,8,0.01,-0.18,-0.13,-0.22
LOC410740,RING finger protein 121,6,-0.02,-0.2,-0.27,-0.04
LOC410078,echinoderm microtubule-associated protein-like 2,8,0.09,-0.2,0.04,-0.45
LOC411299,Golgi resident protein GCP60,6,0,0.22,0.28,0.01
LOC552325,protein germ cell-less,8,0.12,-0.22,-0.05,-0.37
LOC413724,traB domain-containing protein,8,0.08,-0.1,-0.12,-0.38
LOC725435,ubiquitin carboxyl-terminal hydrolase 45,8,0.04,-0.16,-0.02,-0.39
LOC408699,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8",6,-0.04,0.15,0.45,-0.04
LOC551673,serine/threonine-protein kinase tousled-like 2,6,0.17,0.11,0.26,-0.03
LOC406097,integrin beta-PS,8,0.09,-0.15,-0.02,-0.44
LOC409055,V-type proton ATPase subunit H,8,-0.06,-0.09,-0.14,-0.22
LOC411836,exosome complex component RRP42,6,-0.08,-0.04,-0.34,-0.05
LOC409066,pyridoxine-5'-phosphate oxidase,8,-0.02,0.08,0.15,0.3
LOC725834,septin-7,8,0.24,-0.17,0.04,-0.61
LOC552800,metal transporter CNNM4,8,0.42,-0.17,-0.1,-0.66
LOC409024,tropomodulin,8,-0.05,0.05,0.14,0.36
LOC409219,phospholipase A-2-activating protein,8,0.02,-0.15,-0.18,-0.2
LOC551655,casein kinase II subunit beta,6,0.02,-0.09,-0.31,-0.12
LOC412670,probable phosphoserine aminotransferase,8,-0.02,0.06,0.15,0.31
LOC411720,mitogen-activated protein kinase kinase kinase 7 interacting protein 1,8,-0.02,-0.18,-0.1,-0.2
LOC409991,dnaJ homolog subfamily C member 11,8,0.05,-0.13,-0.11,-0.31
LOC408889,large proline-rich protein BAG6,8,0.16,-0.27,-0.07,-0.33
LOC409151,ataxin-2-like protein,8,0.13,-0.2,0.04,-0.47
LOC412296,deformed epidermal autoregulatory factor 1,6,-0.08,-0.15,-0.26,-0.02
LOC409232,uncharacterized LOC409232,8,0.03,-0.13,-0.16,-0.25
LOC409755,beta-parvin,"4, 6",-0.07,-0.19,-0.19,-0.06
LOC552634,zinc transporter 1,8,-0.01,0.11,0.04,0.36
nAChRa8,nicotinic acetylcholine receptor alpha8 subunit,8,-0.02,0.07,0.03,0.42
Gtpx1,glutathione peroxidase-like 1,8,-0.06,0.13,0.07,0.36
LOC100576163,short neuropeptide F,8,0.06,0.13,-0.21,0.53
LOC408657,zinc finger protein 76,8,-0.07,-0.18,-0.06,-0.19
LOC724701,protein FAN,8,0.01,0.01,-0.16,-0.35
LOC409983,ankyrin repeat domain-containing protein 17,6,0.17,0.21,0.27,-0.14
LOC552632,60S ribosomal protein L22,8,-0.14,0.16,0.06,0.42
LOC412749,"ATP-binding cassette sub-family B member 7, mitochondrial",8,-0.09,-0.16,0.01,-0.26
LOC725915,MAPK regulated corepressor interacting protein 2,8,0.07,-0.1,-0.07,-0.39
LOC411714,uncharacterized protein C05D11.1,8,0.07,-0.11,-0.05,-0.4
LOC724888,ras association domain-containing protein 2,8,0.35,-0.13,0.12,-0.83
LOC724517,la-related protein 1B,8,0.25,-0.17,-0.14,-0.44
LOC726145,ubiquitin-conjugating enzyme E2-22 kDa,6,-0.03,-0.16,-0.29,-0.02
LOC552614,E3 ubiquitin-protein ligase ZNRF2,8,0.14,-0.2,-0.12,-0.31
LOC413895,bone morphogenetic protein receptor type-2,8,0.14,-0.15,-0.01,-0.48
LOC412260,serine/threonine-protein kinase SIK3-like,8,0.54,-0.25,0.04,-0.83
Mir9865,microRNA mir-9865,8,-0.04,0.08,0.09,0.37
LOC102656796,uncharacterized protein PFB0145c,8,0.41,-0.15,-0.01,-0.76
LOC412177,"4-aminobutyrate aminotransferase, mitochondrial",8,-0.2,-0.21,0.08,0.82
LOC727261,protein odr-4 homolog,8,-0.07,-0.05,-0.02,-0.34
LOC102653931,uncharacterized LOC102653931,4,-0.17,0.78,0.1,-0.22
LOC552728,uncharacterized LOC552728,8,-0.18,0.04,0.13,0.51
LOC413573,set1/Ash2 histone methyltransferase complex subunit ASH2,8,0.01,-0.17,-0.1,-0.24
LOC552701,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",8,-0,0.15,-0.05,0.39
LOC552183,phosphatidylinositol transfer protein alpha isoform,4,0.11,-0.28,-0.14,-0.19
LOC727166,acyl-CoA Delta(11) desaturase,8,-0.02,0.17,0,0.34
LOC113219283,ATP synthase mitochondrial F1 complex assembly factor 1,8,-0.19,0.13,0.16,0.39
LOC552429,"peroxiredoxin-5, mitochondrial",8,-0.03,0.14,0.03,0.35
LOC411147,AP-2 complex subunit alpha,8,0.04,-0.1,-0.16,-0.27
LOC409263,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,8,-0.03,0.19,0.01,0.32
LOC551047,tetratricopeptide repeat protein 1,8,-0.02,-0.02,-0.21,-0.24
LOC411822,aldehyde dehydrogenase family 3 member B1,8,0.01,-0.1,-0.14,-0.25
LOC552620,oxysterol-binding protein-related protein 9,8,0.02,-0.05,-0.13,-0.33
LOC724996,UPF0587 protein C1orf123 homolog,8,-0.23,0.21,0.02,0.49
LOC551682,coiled-coil domain-containing protein 6,8,0.32,-0.24,0.11,-0.68
LOC551795,xenotropic and polytropic retrovirus receptor 1 homolog,8,0.31,-0.13,-0.01,-0.65
LOC413467,serine/threonine-protein kinase ULK3,8,-0.17,0.18,0.1,0.36
LOC413372,putative glutamate synthase [NADPH],8,0.08,-0.17,-0.01,-0.37
LOC725156,proteasome adapter and scaffold protein ECM29,8,0.02,-0.1,-0,-0.4
LOC411204,WD repeat-containing protein 37,8,-0.02,0.14,0.05,0.31
LOC409103,"protoheme IX farnesyltransferase, mitochondrial",8,0.03,-0.11,-0.16,-0.25
LOC552031,chromodomain-helicase-DNA-binding protein Mi-2 homolog,6,0.09,0.1,0.28,-0
LOC413594,abhydrolase domain-containing protein 2,8,0.29,-0.22,0.09,-0.64
LOC551704,"glutamate receptor ionotropic, delta-2",8,-0.25,0.17,0.1,0.45
LOC552692,D-aspartate oxidase,6,-0.13,-0.15,-0.27,0.08
LOC411619,double-strand-break repair protein rad21 homolog,8,0.1,-0.1,-0.01,-0.46
LOC408565,zinc finger protein on ecdysone puffs,8,0,-0.04,0.03,-0.47
LOC409556,protein SMG7,8,0.04,-0.07,0.05,-0.49
LOC724665,protein SET,8,0.05,-0.13,-0.11,-0.28
LOC551480,WD repeat-containing protein 92,8,-0,0.1,0.06,0.32
LOC412163,aldose reductase,8,0.07,0.11,0.1,0.19
LOC409397,signal peptidase complex catalytic subunit SEC11A,8,-0.01,-0.13,-0.06,-0.26
LOC411196,major facilitator superfamily domain-containing protein 6,6,-0.07,-0.14,-0.28,0.02
LOC100578660,eukaryotic translation initiation factor 2 subunit 2,8,0.05,-0.04,-0.13,-0.35
LOC551966,multifunctional protein ADE2,8,-0.02,-0.15,0.19,0.44
LOC552435,ER degradation-enhancing alpha-mannosidase-like protein 3,8,0.18,-0.03,-0.1,-0.52
LOC551462,sister chromatid cohesion protein PDS5 homolog B,8,0.09,-0.04,-0,-0.51
LOC725551,high mobility group protein DSP1,8,-0,-0.12,-0.15,-0.19
LOC410541,E3 ubiquitin-protein ligase Topors,8,0.14,-0.23,0.12,-0.49
LOC411458,histone-arginine methyltransferase CARMER,8,0.35,-0.23,-0.05,-0.54
LOC551958,uncharacterized LOC551958,8,0.11,-0.19,-0.12,-0.26
LOC552182,probable E3 ubiquitin-protein ligase MGRN1,8,-0.05,-0.05,-0.14,-0.21
LOC409574,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",8,-0.03,-0.11,-0.15,-0.18
LOC412251,KAT8 regulatory NSL complex subunit 3,8,0.02,-0.1,0.11,-0.48
LOC411013,phosphatidylinositide phosphatase SAC1,4,0.02,-0.22,-0.15,-0.1
LOC100578990,"dynein intermediate chain 3, ciliary",8,0.02,0.1,-0.03,-0.55
LOC100576829,serine/arginine repetitive matrix protein 2,8,0.11,-0.09,-0.02,-0.45
LOC552034,toll-interacting protein,8,0.09,-0.01,0.08,0.28
LOC412289,cytosolic Fe-S cluster assembly factor NUBP1 homolog,6,-0.05,-0.17,-0.27,0.05
LOC409984,DET1- and DDB1-associated protein 1,6,0.01,-0.12,-0.26,-0.08
LOC102655407,ATP-dependent RNA helicase p62-like,8,0.07,-0.11,-0.06,-0.35
LOC726690,probable cytochrome P450 6a14,4,-0.13,0.46,0.15,-0.03
LOC552192,uncharacterized LOC552192,8,0.24,-0.1,-0,-0.58
LOC408834,beclin-1-like protein,8,-0.29,0.22,0.14,0.38
LOC412972,WD repeat domain phosphoinositide-interacting protein 3,8,0.09,-0.18,-0.09,-0.26
LOC409670,protein tyrosine phosphatase type IVA 1,8,-0,-0.11,-0.06,-0.27
LOC551854,serine/threonine-protein phosphatase 5,6,0.08,-0.18,-0.25,-0.09
LOC412332,mediator of RNA polymerase II transcription subunit 23,8,0.14,-0.11,-0.06,-0.41
LOC411447,serine palmitoyltransferase 2,8,0.33,-0.23,-0.01,-0.53
LOC102656541,uncharacterized LOC102656541,8,0.01,-0.03,0.08,-0.5
LOC408347,putative uncharacterized protein DDB_G0277255,8,0.23,-0.12,-0.02,-0.53
LOC551156,Golgi pH regulator,6,-0.07,-0.03,-0.28,-0.05
LOC412293,membrane-bound transcription factor site-1 protease,8,0.04,-0.09,-0.02,-0.36
LOC408672,programmed cell death protein 6,6,-0.1,-0.07,-0.29,0.02
LOC412522,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial",8,-0.17,0.15,0.09,0.36
LOC102655185,serine-rich adhesin for platelets-like,8,0.12,0.36,-0.07,-0.83
LOC409787,"paramyosin, long form",8,0.09,-0.09,-0.03,-0.4
LOC726435,signal recognition particle subunit SRP72,8,-0.02,-0.07,-0.07,-0.28
LOC724336,tRNA dimethylallyltransferase,8,-0.14,0.12,0.1,0.36
LOC411832,translationally-controlled tumor protein homolog,8,-0.03,0.02,-0.01,0.45
Hsc70-5,heat shock protein cognate 5,8,0.11,-0.12,-0.07,-0.34
LOC552231,probable RNA-binding protein 19,8,-0.03,-0.04,-0.11,-0.25
LOC100577582,putative mannose 6-phosphate receptor-like protein C530.09c,6,0,-0.13,-0.27,-0.03
LOC410034,uncharacterized LOC410034,8,-0.02,-0.03,-0.15,-0.23
LOC726728,anaphase-promoting complex subunit 1,8,0.19,-0.08,-0.04,-0.5
LOC409475,26S proteasome non-ATPase regulatory subunit 2,8,0.09,-0.13,-0.16,-0.24
LOC725167,uncharacterized LOC725167,8,-0.11,0.2,0.13,0.21
LOC412045,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,8,-0.03,-0.06,-0.09,-0.25
LOC724440,calcium-transporting ATPase type 2C member 1,8,0.21,-0.11,-0.13,-0.4
LOC550929,"serine/threonine-protein kinase PINK1, mitochondrial",8,0.05,-0.08,-0.11,-0.29
LOC552467,RNA-binding protein spenito,8,0.34,-0.25,0.07,-0.58
LOC413183,G1/S-specific cyclin-D2,8,0.29,-0.15,-0.01,-0.55
LOC552294,far upstream element-binding protein 3,8,0.09,-0.07,-0.05,-0.39
LOC102655009,elongation of very long chain fatty acids protein AAEL008004,8,0.24,-0.22,-0.02,-0.42
LOC550659,adiponectin receptor protein,8,0.09,-0.12,-0.09,-0.31
LOC550663,putative oxidoreductase GLYR1 homolog,8,0.17,-0.16,-0.16,-0.27
LOC551131,protein max,8,-0.03,-0.02,-0.13,-0.25
LOC724488,protein lethal(2)essential for life,8,0.41,0.41,-0.44,-0.79
LOC552759,cyclin-dependent kinase 11A,8,0.05,-0.06,-0.08,-0.33
LOC411182,ubiquitin-protein ligase E3A,8,0.15,-0.14,-0.01,-0.42
LOC552044,uncharacterized LOC552044,6,0.06,0.13,0.27,-0.04
LOC412746,calcineurin-binding protein cabin-1,8,0.23,-0.13,0.1,-0.62
LOC100576270,2-iminobutanoate/2-iminopropanoate deaminase,8,-0.14,0.02,0.02,0.52
LOC410958,ubiquitin-like modifier-activating enzyme 1,8,0.03,-0.15,-0.11,-0.19
LOC412092,"myosin heavy chain, non-muscle",8,0.22,-0,0.12,-0.75
LOC551450,uncharacterized LOC551450,8,-0.03,0.05,0.07,0.33
LOC552652,origin recognition complex subunit 4,8,0.07,-0.05,-0.09,-0.34
LOC552564,40S ribosomal protein S7,8,-0.07,0.1,-0.03,0.41
LOC412266,60S ribosomal protein L27,8,-0.14,0.1,0.03,0.42
LOC408397,26S proteasome non-ATPase regulatory subunit 11,8,0.1,-0.16,-0.16,-0.19
LOC726768,ATP-dependent RNA helicase dbp2,8,0.13,-0.06,0.04,-0.53
LOC725397,probable E3 ubiquitin-protein ligase makorin-1,8,0.21,-0.19,-0.07,-0.37
LOC727249,calcium/calmodulin-dependent protein kinase type 1,8,0.25,-0.12,-0.1,-0.44
LOC411227,tyrosine-protein phosphatase non-receptor type 9,6,0.03,-0.12,-0.21,-0.11
LOC409075,mesoderm induction early response protein 1,8,0.06,-0.07,-0.11,-0.3
H,hairless,4,0.13,-0.29,-0.07,-0.18
LOC552267,zinc finger CCCH domain-containing protein 10,8,0.15,-0.12,-0.08,-0.36
LOC100577727,protein MANBAL,8,-0.31,0.06,0.09,0.57
LOC551493,pre-mRNA-processing factor 6,8,-0,-0.09,-0.05,-0.26
LOC409668,proteasome inhibitor PI31 subunit,8,-0.06,0.14,0,0.32
LOC552756,cathepsin L1,8,-0.16,0.18,0.14,0.25
LOC412132,serine/threonine-protein kinase Genghis Khan,8,0.15,0.09,0.05,-0.69
LOC409362,fasciculation and elongation protein zeta-2,8,0.04,0.04,0.04,0.28
LOC725299,nucleoside-triphosphatase THEP1,8,-0.16,0.07,0.11,0.38
LOC552576,activated Cdc42 kinase-like,8,0.22,0,-0.12,-0.5
LOC414001,mRNA-capping enzyme,8,0.01,0.09,0.06,0.23
LOC412933,geranylgeranyl transferase type-1 subunit beta,6,-0,-0.05,-0.27,-0.07
LOC411892,V-type proton ATPase subunit C,8,0.17,-0.23,-0.08,-0.26
LOC551892,cytoplasmic protein NCK1,8,0.05,0.04,0.03,0.28
LOC413690,helicase SKI2W,8,0.01,-0.03,0.01,-0.38
LOC412079,uncharacterized LOC412079,8,0.06,-0.19,-0.02,-0.23
LOC409915,RNA-binding protein 26,8,0.02,-0.14,-0.02,-0.25
LOC107965288,probable protein BRICK1-B,8,-0.11,0.14,-0.06,0.42
LOC411982,E3 ubiquitin-protein ligase CBL,8,0.22,-0.14,-0.06,-0.4
LOC727298,intraflagellar transport protein 122 homolog,8,0.11,-0.08,-0.02,-0.4
LOC551889,uncharacterized protein CG10915,8,0.17,-0.09,-0.05,-0.41
LOC725390,leucine-rich melanocyte differentiation-associated protein,8,-0.08,0.11,-0.07,0.42
LOC100576116,protein inscuteable homolog,4,0.01,0.36,-0.04,0.05
LOC724700,"putative transferase CAF17 homolog, mitochondrial",8,-0.27,0.13,0.08,0.44
LOC411566,mitogen-activated protein kinase kinase kinase 11,8,0.21,-0.16,0.11,-0.53
LOC412002,E3 ubiquitin-protein ligase Ubr3,8,0.08,-0.14,0.05,-0.37
LOC413524,exocyst complex component 1,8,0.09,0.01,-0.12,-0.37
LOC409762,sarcoplasmic calcium-binding protein 1,8,-0.15,0.13,0,0.38
LOC100577699,5-formyltetrahydrofolate cyclo-ligase,8,-0.12,0.12,0.07,0.31
LOC552382,alpha-mannosidase 2,8,0.12,-0.11,0.01,-0.4
LOC408853,X-box-binding protein 1,8,0.17,-0.15,-0.11,-0.28
LOC551337,flotillin-1,8,0.02,-0.05,-0.12,-0.21
LOC551725,importin-7,8,0.03,-0.08,-0.1,-0.22
LOC411469,integrator complex subunit 1,8,0.2,-0.08,-0.08,-0.41
LOC551754,phosphorylated CTD-interacting factor 1,8,0.43,-0.14,0,-0.66
LOC100576908,polycomb protein Asx,8,0.28,-0.07,0.1,-0.67
LOC725819,prolyl 3-hydroxylase 2,8,-0.02,-0.05,-0.07,-0.23
LOC412231,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",8,-0.06,0.04,0.11,0.28
LOC725830,THO complex subunit 6 homolog,6,-0.08,-0.01,-0.26,-0.01
LOC409053,protein PF14_0175,8,0.07,0.06,0.03,-0.53
LOC100576947,meiosis-specific with OB domain-containing protein,8,-0.24,-0.19,-0.29,1.08
LOC409571,Golgi reassembly-stacking protein 2,8,0.04,-0.09,-0.11,-0.2
LOC552413,scaffold protein salvador,8,-0.06,0.08,0.09,0.24
LOC410604,protein phosphatase PP2A 55 kDa regulatory subunit,8,0.09,-0.14,-0.07,-0.23
LOC551398,DNA polymerase delta catalytic subunit,8,-0.08,0.04,-0.03,-0.28
LOC413782,cartilage oligomeric matrix protein,8,0.05,-0.12,0.04,-0.32
LOC102654666,uncharacterized LOC102654666,8,-0,0,-0.56,0.91
LOC726002,tyrosine-protein kinase hopscotch,8,0.06,-0.04,0.07,-0.44
LOC409250,beta-ureidopropionase,8,-0.04,0.03,-0.02,0.39
LOC412274,plexin-B,8,0.11,-0.04,-0.12,-0.3
LOC551882,protein dj-1beta,8,-0.08,0.08,-0.05,0.4
LOC727202,carbohydrate sulfotransferase 11,8,0.01,-0.02,-0.1,0.47
LOC413440,protein kibra,8,0.3,-0.04,0.05,-0.66
LOC412868,ubiquitin recognition factor in ER-associated degradation protein 1,8,-0.03,0.07,0.03,0.27
LOC410345,GATOR complex protein WDR59,8,-0.01,0.06,0.05,0.25
LOC412245,acidic mammalian chitinase,8,0.07,-0.04,0.04,0.28
DHRS4,dehydrogenase/reductase (SDR family) member 4,8,-0.05,0.05,0.03,0.31
LOC409910,ras-like GTP-binding protein Rho1,8,0.15,-0.12,-0.03,-0.33
LOC100578429,centrosomal protein of 152 kDa,8,0.3,0.08,0,-0.72
LOC725492,sorting nexin-2,8,0.09,-0.03,-0.04,-0.37
LOC552633,"stAR-related lipid transfer protein 7, mitochondrial",8,0.02,-0.05,-0.02,-0.29
Fabp_1,"NA",8,-0.03,0.12,-0.01,0.25
LOC413650,nuclear RNA export factor 1,8,0.14,-0.16,0,-0.32
vas,ATP-dependent RNA helicase vasa,8,0.01,-0.02,-0.02,-0.3
LOC726007,polycomb protein Scm,8,0.18,-0.02,-0.1,-0.39
LOC100579021,transmembrane protein 42,8,-0.26,0.05,0.01,0.52
LOC408577,phosphatidylinositol 3-kinase regulatory subunit alpha,8,0.08,-0.01,-0.08,-0.33
LOC100576765,uncharacterized LOC100576765,8,-0.2,0.13,-0.01,0.41
LOC410241,ras-related protein Rab-10,8,-0.01,0.03,0.04,0.27
LOC413683,"arfGAP with SH3 domain, ANK repeat and PH domain-containing protein",8,0.05,-0.06,0.05,-0.37
LOC726754,kynurenine formamidase,8,-0.17,-0.19,-0.28,0.32
LOC412866,E3 ubiquitin-protein ligase SMURF2,8,0.45,-0.2,0.21,-0.78
LOC100578924,zinc finger protein 271,8,-0.1,0.12,0.04,0.26
LOC409521,hsp70-binding protein 1,6,-0.03,-0.07,-0.25,0.03
LOC411631,liprin-beta-1,8,0.04,-0.11,0.01,-0.26
LOC408563,centrosomin,8,-0.06,0.01,0.14,-0.4
LOC410109,ubiquitin carboxyl-terminal hydrolase 34,8,0.36,-0.19,0.18,-0.66
LOC551890,probable serine incorporator,8,0.06,-0.04,0.08,0.21
LOC551660,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",8,-0.04,0.11,-0.08,0.31
LOC409221,uncharacterized LOC409221,8,0.18,-0.04,0.16,-0.6
LOC409909,small glutamine-rich tetratricopeptide repeat-containing protein alpha,8,0.03,-0.09,-0.06,-0.18
LOC550692,TATA-box-binding protein,8,0.03,0.04,-0.09,-0.28
LOC552030,uncharacterized LOC552030,8,0.37,-0.06,0.1,-0.7
LOC100577553,protein ARV1,8,-0.19,0.06,0.02,0.41
LOC409433,protein RCC2 homolog,8,0.1,-0.08,-0.04,-0.27
LOC410301,ATP-dependent DNA helicase Q4,8,0.14,-0.18,0.05,-0.29
LOC409010,uncharacterized LOC409010,8,-0.07,0.04,0.11,-0.37
LOC552341,N-alpha-acetyltransferase 30,8,0.12,-0.13,0,-0.28
LOC411542,signal recognition particle receptor subunit alpha homolog,8,-0.02,0.01,0.07,-0.35
LOC409312,collagen type IV alpha-3-binding protein,8,0.04,-0.04,-0.09,-0.19
LOC725101,uncharacterized LOC725101,8,0,0.07,-0.02,0.23
LOC100578529,zinc finger protein 701,8,0.13,0.04,0.25,-0.7
LOC726273,ralBP1-associated Eps domain-containing protein 1,8,0.17,-0.19,0.08,-0.34
LOC411536,E3 ubiquitin-protein ligase HERC2,8,0.05,-0.02,-0.08,-0.23
LOC552493,estradiol 17-beta-dehydrogenase 8,8,-0.04,0.04,0.04,0.23
LOC412889,"branched-chain-amino-acid aminotransferase, cytosolic",8,-0.1,-0.06,0.16,0.28
LOC413943,eukaryotic peptide chain release factor GTP-binding subunit ERF3A,8,0.06,-0.03,0.01,-0.32
LOC409584,UBX domain-containing protein 6,8,0.09,-0.06,0.12,-0.42
LOC409340,UV excision repair protein RAD23 homolog B,8,0.16,-0.17,-0.04,-0.22
LOC551031,uncharacterized LOC551031,8,0.14,-0.06,0.09,-0.43
LOC410961,mitoguardin,8,0.29,-0.19,0.03,-0.4
STT3B,"STT3, subunit of the oligosaccharyltransferase complex, homolog B",8,0.14,-0.1,0,-0.31
LOC724357,uncharacterized LOC724357,8,0.29,-0.11,-0.16,-0.3
LOC107964022,ran-binding protein 9,8,0.18,-0.13,0,-0.32
LOC724215,DNA topoisomerase 2,8,0.06,0.11,0.1,-0.55
LOC724205,protein AF-9,8,0.07,-0.09,0.11,-0.35
LOC102655411,nucleoside diphosphate-linked moiety X motif 8,8,-0.16,0.09,0,0.34
LOC552227,translocon-associated protein subunit delta,8,-0.09,0.06,-0.02,0.32
LOC409332,ubiquitin carboxyl-terminal hydrolase 7,8,0.22,-0.15,0.09,-0.43
LOC410565,cullin-1,8,0.04,-0.05,-0.02,-0.23
LOC412268,transcription initiation factor IIA subunit 1,8,-0,-0.05,0.05,-0.25
LOC727294,protein chibby homolog 1,8,-0.22,0.08,-0.08,0.48
LOC409922,"ferrochelatase, mitochondrial",8,-0.05,0.09,-0.01,0.23
LOC100576519,TLD domain-containing protein 1,8,0.08,0,-0.15,-0.18
LOC100576534,zinc finger protein 580,8,-0.11,0.04,-0.18,0.5
LOC551620,pre-mRNA-processing-splicing factor 8,8,0.01,0,0.04,-0.31
LOC100576972,uncharacterized LOC100576972,8,0.08,0.01,-0.06,-0.27
LOC102653600,uncharacterized LOC102653600,8,-0.44,0.15,-0.65,0.7
LOC408892,3-ketodihydrosphingosine reductase,8,-0.01,0.03,-0.04,0.26
LOC409005,protein FAM8A1,8,0.04,-0.01,-0.02,0.23
LOC551683,palmitoyltransferase ZDHHC5,8,0.12,-0.07,-0.04,-0.25
LOC411683,macrophage erythroblast attacher,8,-0.1,0.09,0.01,0.24
LOC411797,protein cereblon,8,0.19,-0.14,0.04,-0.33
LOC552794,mediator of RNA polymerase II transcription subunit 14,8,0.31,-0.02,-0.03,-0.5
LOC100576667,E3 ubiquitin-protein ligase synoviolin A,8,0.04,-0.02,0.07,-0.33
LOC107964042,uncharacterized LOC107964042,8,-0.19,-0.11,-0.02,0.54
LOC408528,colorectal mutant cancer protein,8,-0.06,0.01,-0.01,0.28
