Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC725197,protein penguin,2 vs 8,-0.49,-0.76,-0.62,-0.82,-0.27,-0.13,-0.33,0.14,-0.06,-0.07
LOC100577159,protein PFC0760c,2 vs 8,0.36,0.3,0.15,0.09,-0.06,-0.22,-0.27,-0.16,-0.21,0.24
LOC107964882,uncharacterized LOC107964882,2 vs 8,0.52,0.79,0.6,0.79,0.27,0.08,0.27,-0.19,0,0.14
LOC113218965,45 kDa calcium-binding protein,2 vs 8,0.11,-0.01,0.31,0.75,-0.12,0.2,0.64,0.32,0.76,-0.56
LOC406146,hyaluronoglucosaminidase,2 vs 8,0.14,0.28,-0.05,0.09,0.15,-0.19,-0.04,-0.33,-0.19,0.24
LOC409228,scavenger receptor class B member 1,2 vs 8,0.02,-0.01,-0.18,-0.29,-0.03,-0.2,-0.31,-0.17,-0.28,0.25
LOC410334,uncharacterized LOC410334,2 vs 8,0.05,0.24,-0.14,-0.2,0.19,-0.19,-0.25,-0.38,-0.44,0.37
LOC100576930,uncharacterized LOC100576930,2 vs 8,-0.36,-0.42,-0.23,-0.09,-0.06,0.13,0.27,0.19,0.33,-0.26
LOC102656720,uncharacterized LOC102656720,2 vs 8,0.09,0.23,0.11,-0.18,0.14,0.02,-0.28,-0.12,-0.41,0.25
LOC725999,uncharacterized LOC725999,2 vs 8,0.3,0.15,0.17,0.04,-0.14,-0.13,-0.25,0.01,-0.11,0.06
LOC725026,retinol dehydrogenase 10-A,2 vs 8,0.01,0.63,0.07,-0.08,0.63,0.06,-0.08,-0.56,-0.71,0.19
LOC102653901,uncharacterized LOC102653901,2 vs 8,0.05,-0.28,-0.01,-0.21,-0.34,-0.06,-0.26,0.28,0.08,0.42
LOC100578984,protein charlatan,2 vs 8,0.12,0.16,-0.03,-0.14,0.05,-0.14,-0.26,-0.19,-0.31,0.07
LOC409061,tyrosine kinase receptor Cad96Ca,2 vs 8,-0.05,0.02,0.38,0.94,0.07,0.43,0.99,0.36,0.92,-0.61
LOC100577407,uncharacterized LOC100577407,2 vs 8,0.45,0.19,0.14,0.25,-0.27,-0.32,-0.2,-0.05,0.06,0.38
LOC113218632,uncharacterized LOC113218632,2 vs 8,0.39,0.34,0.32,0.07,-0.05,-0.07,-0.32,-0.02,-0.27,-0.12
LOC552140,cleavage and polyadenylation specificity factor subunit 5,2 vs 8,0.26,-0.21,-0.48,-0.37,-0.47,-0.74,-0.63,-0.28,-0.17,0.7
LOC102655976,uncharacterized LOC102655976,2 vs 8,0.63,0.15,-0.56,-0.58,-0.48,-1.18,-1.21,-0.7,-0.73,0.9
LOC551205,neutral alpha-glucosidase AB,2 vs 8,-0.09,-0.19,-0.19,-0.36,-0.1,-0.1,-0.26,-0,-0.17,-0.02
LOC113219118,uncharacterized LOC113219118,2 vs 8,-0.26,0.4,0.27,0.13,0.65,0.53,0.39,-0.13,-0.27,0.06
LOC102655530,uncharacterized LOC102655530,2 vs 8,0.35,0.11,0.81,0.77,-0.25,0.45,0.42,0.7,0.67,-0.45
LOC550677,protein mab-21,2 vs 8,0.37,0.48,0.25,0.28,0.11,-0.12,-0.09,-0.23,-0.2,0.28
LOC113218924,uncharacterized LOC113218924,2 vs 8,0.55,0.42,0.16,0.51,-0.13,-0.39,-0.04,-0.26,0.09,0.97
LOC410340,prolactin regulatory element-binding protein,2 vs 8,0,0.08,0.07,0.02,0.08,0.07,0.02,-0,-0.05,-0.14
LOC726958,tumor necrosis factor receptor superfamily member wengen,2 vs 8,0.06,0.19,-0.07,-0.03,0.13,-0.13,-0.09,-0.26,-0.22,0.32
Cyp6as5,cytochrome P450 6AS5,2 vs 8,0.45,0.53,0.03,0.45,0.08,-0.42,-0,-0.5,-0.08,0.82
LOC412200,"threonine--tRNA ligase, cytoplasmic",2 vs 8,-0.24,-0.19,-0.26,-0.22,0.05,-0.02,0.03,-0.07,-0.02,0.03
LOC107965021,"phosphatidate cytidylyltransferase, mitochondrial",2 vs 8,-0.19,-0.01,0.23,0.35,0.18,0.42,0.54,0.25,0.36,-0.37
LOC409701,zwei Ig domain protein zig-8,2 vs 8,0.62,0.92,0.89,0.82,0.3,0.27,0.2,-0.03,-0.1,-0.25
LOC413379,yellow-g,2 vs 8,-0.33,-0.43,-1.27,-0.2,-0.09,-0.94,0.13,-0.84,0.22,1.37
LOC410246,netrin receptor UNC5B,2 vs 8,0.29,0.34,0.14,0.19,0.05,-0.15,-0.1,-0.21,-0.15,0.08
LOC410190,tyrosine-protein kinase Dnt,2 vs 8,0.15,0.39,-0.19,-0.2,0.23,-0.34,-0.36,-0.58,-0.59,0.36
LOC724571,atrial natriuretic peptide receptor 1,2 vs 8,0.06,-0.59,-0.12,0.04,-0.65,-0.17,-0.02,0.48,0.63,0.4
LOC413594,abhydrolase domain-containing protein 2,2 vs 8,-0.04,-0.16,-0.01,-0.25,-0.12,0.03,-0.21,0.15,-0.09,-0.32
LOC552771,hydroxyacid oxidase 1,2 vs 8,0.44,1.13,1.36,1.48,0.69,0.92,1.04,0.23,0.35,-1.08
LOC113218745,ankyrin-3-like,2 vs 8,0.29,0.03,0.06,0.05,-0.26,-0.23,-0.24,0.03,0.02,0.11
LOC408732,uncharacterized LOC408732,2 vs 8,0.19,0.21,0.21,0.18,0.01,0.02,-0.01,0.01,-0.03,0.12
Dop1,"dopamine receptor, D1",2 vs 8,0.09,-0.1,-0.07,-0.18,-0.19,-0.15,-0.27,0.04,-0.08,0.15
LOC408821,uncharacterized LOC408821,2 vs 8,0.12,0.24,0.03,-0.01,0.12,-0.09,-0.13,-0.21,-0.25,0.15
LOC552455,transmembrane 9 superfamily member 2,2 vs 8,-0.04,0.08,0.08,0.09,0.12,0.12,0.13,-0,0.01,-0.25
LOC100576537,uncharacterized LOC100576537,2 vs 8,0.17,-0.34,-0.06,-0.2,-0.51,-0.22,-0.37,0.29,0.14,0.51
LOC551762,S-adenosylhomocysteine hydrolase-like protein 1,2 vs 8,-0.17,-0.38,-0.39,-0.44,-0.21,-0.22,-0.27,-0.02,-0.07,0.16
LOC412111,vigilin,2 vs 8,-0.2,-0.41,-0.21,-0.24,-0.21,-0.01,-0.05,0.2,0.17,-0.19
LOC100578263,uncharacterized LOC100578263,2 vs 8,0.52,0.56,0.3,0.08,0.04,-0.22,-0.44,-0.26,-0.49,0.25
LOC107963964,uncharacterized LOC107963964,2 vs 8,0.25,0.39,0.3,0.3,0.14,0.05,0.05,-0.09,-0.09,0.16
LOC413394,vesicle-trafficking protein SEC22b-B,2 vs 8,-0.13,-0.19,-0.16,-0.02,-0.06,-0.03,0.11,0.03,0.17,0.09
LOC725661,uncharacterized LOC725661,2 vs 8,-0.24,-0.45,-0.24,-0.19,-0.21,0.01,0.05,0.21,0.26,-0.05
LOC411381,caspase-3,2 vs 8,-0.02,-0.16,0.25,-0.06,-0.14,0.27,-0.04,0.4,0.1,-0.66
LOC725273,uncharacterized LOC725273,2 vs 8,-0.09,-0.04,-0.63,-0.43,0.05,-0.54,-0.34,-0.58,-0.39,0.81
LOC727249,calcium/calmodulin-dependent protein kinase type 1,2 vs 8,0.06,-0.09,-0.13,-0.2,-0.16,-0.19,-0.26,-0.03,-0.11,-0.06
LOC725224,uncharacterized LOC725224,2 vs 8,-0.14,-0.2,-0.04,0.03,-0.05,0.1,0.17,0.16,0.22,-0.16
LOC408780,signal-induced proliferation-associated 1-like protein 2,2 vs 8,0.01,0.17,-0.09,-0.11,0.16,-0.1,-0.12,-0.26,-0.28,0.22
Nrx-1,neurexin 1,2 vs 8,0.61,0.44,0.29,-0.25,-0.17,-0.32,-0.86,-0.16,-0.7,-0.06
LOC410805,open rectifier potassium channel protein 1,2 vs 8,0.02,0.37,0.63,0.69,0.35,0.61,0.67,0.26,0.32,-0.86
LOC552561,inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B,2 vs 8,0.42,0.29,0.12,-0.18,-0.12,-0.29,-0.6,-0.17,-0.47,0.32
LOC724955,KH domain-containing protein akap-1,2 vs 8,0.01,-0.16,-0.1,0.01,-0.16,-0.11,0,0.05,0.17,0.02
LOC410618,transmembrane protein 161B,2 vs 8,-0.13,-0.15,-0.08,-0.03,-0.02,0.06,0.1,0.07,0.12,-0.07
LOC725144,uncharacterized LOC725144,2 vs 8,0.36,0.47,0.5,0.16,0.11,0.14,-0.21,0.03,-0.32,-0.17
LOC409165,calreticulin,2 vs 8,-0.11,-0.15,-0.23,-0.35,-0.05,-0.12,-0.25,-0.07,-0.2,0.15
LOC100578561,early growth response protein 1,2 vs 8,0.82,0.68,0.42,0.59,-0.14,-0.4,-0.23,-0.26,-0.09,0.28
LOC412094,protein catecholamines up,2 vs 8,-0.09,-0.09,0.03,0,0,0.12,0.09,0.11,0.09,-0.17
LOC413336,ADP-dependent glucokinase,2 vs 8,-0.24,-0.27,-0.3,-0.23,-0.03,-0.06,0.01,-0.03,0.04,0.02
LOC552223,dnaJ homolog shv,2 vs 8,-0.02,-0.09,-0.27,-0.2,-0.07,-0.25,-0.19,-0.18,-0.12,0.23
LOC552479,protein draper,2 vs 8,-0,-0.13,0.03,-0.1,-0.13,0.03,-0.1,0.16,0.02,-0.14
LOC410685,inactive tyrosine-protein kinase 7,2 vs 8,0.1,0.11,-0.06,-0.05,0.01,-0.16,-0.15,-0.18,-0.16,0.16
LOC726629,uncharacterized LOC726629,2 vs 8,0.17,0.44,0.44,0.61,0.26,0.26,0.44,-0,0.17,-0.17
LOC408660,uncharacterized LOC408660,2 vs 8,0.46,0.56,0.51,0.55,0.1,0.05,0.09,-0.05,-0.01,0.1
LOC113219265,trypsin-1-like,2 vs 8,0.82,-0.96,-1.85,-1.63,-1.78,-2.67,-2.45,-0.9,-0.68,2.74
LOC410133,PDZ domain-containing RING finger protein 4,2 vs 8,0.3,0.29,0.05,0.07,-0,-0.25,-0.22,-0.24,-0.22,0.17
LOC113218761,uncharacterized LOC113218761,2 vs 8,0.23,0.37,0.24,0.21,0.14,0.01,-0.02,-0.13,-0.17,0.33
LOC552843,uncharacterized LOC552843,2 vs 8,0.01,-0.09,0.07,0.07,-0.1,0.06,0.06,0.16,0.16,-0.13
LOC409900,N6-adenosine-methyltransferase non-catalytic subunit,2 vs 8,0.25,0.14,-0,-0.01,-0.11,-0.25,-0.26,-0.14,-0.15,0.21
LOC725350,GATA-binding factor A,2 vs 8,0.23,0.44,0.28,0.36,0.21,0.05,0.13,-0.16,-0.08,0.01
LOC726535,secretin receptor,2 vs 8,0.38,0.53,0.67,0.69,0.15,0.29,0.31,0.14,0.16,-0.29
LOC413447,ufm1-specific protease 2,2 vs 8,-0.26,-0.17,-0.2,-0.22,0.09,0.06,0.04,-0.02,-0.05,-0.15
LOC411133,T-box transcription factor TBX20,2 vs 8,0.45,0.51,0.27,0.17,0.05,-0.19,-0.28,-0.24,-0.33,0.21
LOC726947,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,2 vs 8,0.53,0.67,0.4,0.34,0.13,-0.14,-0.19,-0.27,-0.32,0.03
LOC412799,moesin/ezrin/radixin homolog 1,2 vs 8,-0.04,-0.02,0.19,0,0.02,0.23,0.04,0.21,0.02,-0.32
LOC551249,uncharacterized LOC551249,2 vs 8,0.02,-0.03,-0.18,-0.47,-0.05,-0.2,-0.49,-0.15,-0.44,0.24
LOC408734,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",2 vs 8,0.19,0.44,0.13,0.18,0.25,-0.06,-0.02,-0.31,-0.27,0.1
LOC409762,sarcoplasmic calcium-binding protein 1,2 vs 8,-0.06,-0.05,-0.03,0.04,0.01,0.03,0.1,0.02,0.09,0.11
LOC409819,JNK1/MAPK8-associated membrane protein,2 vs 8,0.07,-0.02,-0.05,0.1,-0.09,-0.11,0.04,-0.03,0.12,0.23
LOC551894,transient receptor potential mucolipin,2 vs 8,-0.28,-0.26,-0.4,-0.53,0.02,-0.12,-0.25,-0.14,-0.27,-0.15
LOC724851,LIM domain only protein 3,2 vs 8,0.33,0.37,0.11,0.18,0.04,-0.22,-0.16,-0.27,-0.2,0.25
LOC100576532,uncharacterized LOC100576532,2 vs 8,-0.13,0.02,0.12,0.12,0.15,0.25,0.25,0.1,0.1,0.12
LOC411012,NF-kappa-B inhibitor cactus,2 vs 8,0.01,-0.05,0.06,-0.24,-0.06,0.05,-0.25,0.11,-0.19,-0.21
LOC550698,cyclin-Y,2 vs 8,0.03,-0.02,0.02,-0.22,-0.05,-0,-0.25,0.04,-0.2,-0.32
LOC724465,enhancer of split mbeta protein,2 vs 8,0.15,0.44,0.28,0.43,0.29,0.13,0.27,-0.16,-0.01,-0.02
LOC411266,nicalin,2 vs 8,-0.15,-0.23,-0.2,-0.08,-0.08,-0.06,0.07,0.02,0.15,-0.03
LOC100576543,steroid receptor RNA activator 1,2 vs 8,-0.26,-0.04,0.05,0.06,0.22,0.31,0.32,0.09,0.1,-0.19
Ing3,"inhibitor of growth family, member 3",2 vs 8,0.06,-0.23,-0.2,-0.25,-0.3,-0.26,-0.32,0.03,-0.02,0.27
LOC411349,sphingosine kinase 2,2 vs 8,0,0.05,-0.2,-0.32,0.05,-0.21,-0.32,-0.25,-0.37,-0.12
LOC411959,fatty acid synthase,2 vs 8,0.23,0.15,0.43,0.22,-0.08,0.2,-0.01,0.28,0.07,-0.47
LOC409557,protein maelstrom,2 vs 8,-0.1,-0.28,-0.39,-0.48,-0.18,-0.3,-0.38,-0.12,-0.2,0.5
LOC100576733,inositol-pentakisphosphate 2-kinase,2 vs 8,0.31,-0.01,0.11,0.12,-0.32,-0.2,-0.19,0.12,0.13,0.21
LOC409688,cleavage stimulation factor subunit 1,2 vs 8,-0.02,0.02,0.02,-0.01,0.04,0.04,0.02,-0,-0.02,-0.09
LOC725038,NPC intracellular cholesterol transporter 2 homolog a,2 vs 8,-0.04,0.2,0.03,0.12,0.23,0.07,0.16,-0.17,-0.08,0.11
LOC408528,colorectal mutant cancer protein,2 vs 8,0.06,0.18,0.04,0.12,0.11,-0.02,0.06,-0.14,-0.05,0.08
LOC100578600,uncharacterized LOC100578600,2 vs 8,0.32,0.38,0.17,0.21,0.07,-0.15,-0.11,-0.21,-0.17,0.15
LOC552346,coatomer subunit delta,2 vs 8,-0.06,-0.18,-0.11,-0.21,-0.13,-0.05,-0.15,0.08,-0.03,-0.01
LOC102654777,organic cation transporter protein,2 vs 8,0.48,0.72,0.66,0.18,0.24,0.19,-0.29,-0.05,-0.53,-0.36
LOC551241,peroxisomal membrane protein PMP34,2 vs 8,0.08,0.03,0.03,0.08,-0.06,-0.05,-0,0.01,0.06,-0.11
LOC102655639,uncharacterized LOC102655639,2 vs 8,0.47,0.49,1.67,1.95,0.02,1.2,1.48,1.18,1.46,-1.65
Ip3k,"inositol 1,4,5-triphosphate kinase",2 vs 8,0.22,0.25,0.44,0.54,0.03,0.22,0.32,0.19,0.29,-0.46
LOC727027,cleft lip and palate transmembrane protein 1 homolog,2 vs 8,-0.22,-0.29,-0.26,-0.18,-0.08,-0.04,0.03,0.03,0.11,0.08
LOC552678,enolase,2 vs 8,0,-0.06,0.03,0.07,-0.07,0.02,0.07,0.09,0.14,-0.11
LOC552513,neural cell adhesion molecule 2,2 vs 8,0.41,0.36,0.19,0.19,-0.05,-0.22,-0.22,-0.16,-0.16,0.25
LOC409727,kinesin 13,2 vs 8,0.18,0.19,0.06,0.04,0.01,-0.12,-0.14,-0.13,-0.15,0.17
LOC408294,protein FAM76A,2 vs 8,0.33,0.52,0.5,0.5,0.2,0.18,0.17,-0.02,-0.03,-0.16
LOC551438,actin-related protein 1,2 vs 8,-0.06,-0.15,-0.18,-0.14,-0.1,-0.12,-0.08,-0.02,0.01,0.02
LOC726310,GPI ethanolamine phosphate transferase 1,2 vs 8,-0.23,-0.36,-0.37,-0.27,-0.13,-0.14,-0.04,-0.01,0.09,0.16
Obp10,odorant binding protein 10,2 vs 8,0.11,0.25,0.16,0.19,0.14,0.05,0.08,-0.08,-0.06,0.05
LOC410216,reticulocalbin-2,2 vs 8,-0.13,-0.08,-0.1,0.05,0.05,0.03,0.18,-0.02,0.13,0.01
LOC102654448,protein tiptop,2 vs 8,0.2,0.15,-0.06,-0.01,-0.06,-0.26,-0.21,-0.21,-0.15,0.2
LOC724724,ATP-dependent 6-phosphofructokinase,2 vs 8,0.08,0.14,0.43,0.45,0.06,0.35,0.37,0.29,0.3,-0.53
LOC409986,peroxisomal multifunctional enzyme type 2,2 vs 8,-0.16,-0.2,-0.17,-0.3,-0.03,-0.01,-0.14,0.03,-0.1,-0.06
LOC551987,putative RNA-binding protein Luc7-like 2,2 vs 8,0.17,0.09,-0.12,-0.18,-0.08,-0.29,-0.34,-0.21,-0.26,0.28
LOC413664,GPI transamidase component PIG-S,2 vs 8,0.23,0.32,0.29,0.36,0.09,0.06,0.13,-0.03,0.04,-0.23
LOC100576667,E3 ubiquitin-protein ligase synoviolin A,2 vs 8,-0.03,0.07,0.13,-0.02,0.1,0.16,0.02,0.06,-0.08,-0.2
LOC100578718,protein distal antenna,2 vs 8,0.22,0.39,0.33,0.34,0.17,0.12,0.12,-0.06,-0.05,0.06
LOC726725,pro-resilin,4 vs 8,0.41,-0.93,0.65,0.76,-1.34,0.24,0.35,1.58,1.69,-0.4
LOC100578478,uncharacterized LOC100578478,4 vs 8,-0.03,-1.15,0.29,0.73,-1.11,0.33,0.76,1.44,1.88,-0.25
LOC411273,probable serine/threonine-protein kinase clkA,4 vs 8,-0.07,-1.92,-0.12,1.1,-1.85,-0.05,1.16,1.8,3.02,-0.4
LOC409538,lysoplasmalogenase-like protein TMEM86A,4 vs 8,-0.12,0.07,-0.18,-0.05,0.2,-0.06,0.07,-0.25,-0.13,0.12
LOC113218828,uncharacterized LOC113218828,4 vs 8,0.63,-0.22,0.42,0.46,-0.85,-0.2,-0.16,0.64,0.68,0.09
LOC725060,"coenzyme Q-binding protein COQ10 homolog B, mitochondrial",4 vs 8,-0.26,-0.03,0.18,0.46,0.23,0.44,0.72,0.21,0.49,-0.13
LOC551910,farnesyl pyrophosphate synthase,4 vs 8,-0.06,-0.12,0.6,0.62,-0.06,0.66,0.68,0.72,0.74,-0.8
LOC100577562,probable LIM domain-containing serine/threonine-protein kinase DDB_G0286997,4 vs 8,0.38,-0.65,1.59,3,-1.02,1.21,2.62,2.23,3.64,-1.42
